Source: ftp://192.168.100.195:8195/tmp/
Dest:   file:///dev/
  zero195.img  ->  null

            0 bytes         0.00 MB/sec avg         0.00 MB/sec inst
      2097152 bytes         0.50 MB/sec avg         1.00 MB/sec inst
      2097152 bytes         0.50 MB/sec avg         1.00 MB/sec inst
      7340032 bytes         1.17 MB/sec avg         2.50 MB/sec inst
     19922944 bytes         2.37 MB/sec avg         6.00 MB/sec inst
     42991616 bytes         4.10 MB/sec avg        11.00 MB/sec inst
     67108864 bytes         5.33 MB/sec avg        11.50 MB/sec inst
     85983232 bytes         5.86 MB/sec avg         9.00 MB/sec inst
    101711872 bytes         6.06 MB/sec avg         7.50 MB/sec inst
    121634816 bytes         6.44 MB/sec avg         9.50 MB/sec inst
    137363456 bytes         6.55 MB/sec avg         7.50 MB/sec inst
    164626432 bytes         7.14 MB/sec avg        13.00 MB/sec inst
    185597952 bytes         7.37 MB/sec avg        10.00 MB/sec inst
    222298112 bytes         8.15 MB/sec avg        17.50 MB/sec inst
    258998272 bytes         8.82 MB/sec avg        17.50 MB/sec inst
    278921216 bytes         8.87 MB/sec avg         9.50 MB/sec inst
    304087040 bytes         9.06 MB/sec avg        12.00 MB/sec inst
    324009984 bytes         9.09 MB/sec avg         9.50 MB/sec inst
    359661568 bytes         9.53 MB/sec avg        17.00 MB/sec inst
    386924544 bytes         9.71 MB/sec avg        13.00 MB/sec inst
    421527552 bytes        10.05 MB/sec avg        16.50 MB/sec inst
    447741952 bytes        10.17 MB/sec avg        12.50 MB/sec inst
    485490688 bytes        10.52 MB/sec avg        18.00 MB/sec inst
    524288000 bytes        10.87 MB/sec avg        18.50 MB/sec inst
    568328192 bytes        11.29 MB/sec avg        21.00 MB/sec inst
    596639744 bytes        11.38 MB/sec avg        13.50 MB/sec inst
    632291328 bytes        11.60 MB/sec avg        17.00 MB/sec inst
    657457152 bytes        11.61 MB/sec avg        12.00 MB/sec inst
    674234368 bytes        11.48 MB/sec avg         8.00 MB/sec inst
    686817280 bytes        11.29 MB/sec avg         6.00 MB/sec inst
    713031680 bytes        11.33 MB/sec avg        12.50 MB/sec inst
    739246080 bytes        11.37 MB/sec avg        12.50 MB/sec inst
    772800512 bytes        11.52 MB/sec avg        16.00 MB/sec inst
    796917760 bytes        11.52 MB/sec avg        11.50 MB/sec inst
    833617920 bytes        11.69 MB/sec avg        17.50 MB/sec inst
    905969664 bytes        12.34 MB/sec avg        34.50 MB/sec inst
    963641344 bytes        12.76 MB/sec avg        27.50 MB/sec inst
    995098624 bytes        12.82 MB/sec avg        15.00 MB/sec inst
   1039138816 bytes        13.04 MB/sec avg        21.00 MB/sec inst
   1071644672 bytes        13.10 MB/sec avg        15.50 MB/sec inst
   1098907648 bytes        13.10 MB/sec avg        13.00 MB/sec inst
   1127219200 bytes        13.11 MB/sec avg        13.50 MB/sec inst
   1182793728 bytes        13.43 MB/sec avg        26.50 MB/sec inst
   1242562560 bytes        13.78 MB/sec avg        28.50 MB/sec inst
   1298137088 bytes        14.07 MB/sec avg        26.50 MB/sec inst
   1336934400 bytes        14.17 MB/sec avg        18.50 MB/sec inst
   1360003072 bytes        14.10 MB/sec avg        11.00 MB/sec inst
   1402994688 bytes        14.23 MB/sec avg        20.50 MB/sec inst
   1483735040 bytes        14.74 MB/sec avg        38.50 MB/sec inst
   1542455296 bytes        15.01 MB/sec avg        28.00 MB/sec inst
   1615855616 bytes        15.41 MB/sec avg        35.00 MB/sec inst
   1725956096 bytes        16.14 MB/sec avg        52.50 MB/sec inst
   1798307840 bytes        16.49 MB/sec avg        34.50 MB/sec inst
   1869611008 bytes        16.82 MB/sec avg        34.00 MB/sec inst
   1918894080 bytes        16.94 MB/sec avg        23.50 MB/sec inst
   1962934272 bytes        17.02 MB/sec avg        21.00 MB/sec inst
   2002780160 bytes        17.05 MB/sec avg        19.00 MB/sec inst
   2036334592 bytes        17.04 MB/sec avg        16.00 MB/sec inst
   2074083328 bytes        17.05 MB/sec avg        18.00 MB/sec inst
   2123366400 bytes        17.16 MB/sec avg        23.50 MB/sec inst
   2173698048 bytes        17.27 MB/sec avg        24.00 MB/sec inst
   2231369728 bytes        17.44 MB/sec avg        27.50 MB/sec inst
   2286944256 bytes        17.59 MB/sec avg        26.50 MB/sec inst
   2344615936 bytes        17.75 MB/sec avg        27.50 MB/sec inst
   2398093312 bytes        17.87 MB/sec avg        25.50 MB/sec inst
   2449473536 bytes        17.97 MB/sec avg        24.50 MB/sec inst
   2500853760 bytes        18.07 MB/sec avg        24.50 MB/sec inst
   2550136832 bytes        18.15 MB/sec avg        23.50 MB/sec inst
   2602565632 bytes        18.25 MB/sec avg        25.00 MB/sec inst
   2669674496 bytes        18.45 MB/sec avg        32.00 MB/sec inst
   2761949184 bytes        18.81 MB/sec avg        44.00 MB/sec inst
   2826960896 bytes        18.99 MB/sec avg        31.00 MB/sec inst
   2897215488 bytes        19.19 MB/sec avg        33.50 MB/sec inst
   2996830208 bytes        19.58 MB/sec avg        47.50 MB/sec inst
   3062890496 bytes        19.74 MB/sec avg        31.50 MB/sec inst
   3142582272 bytes        19.98 MB/sec avg        38.00 MB/sec inst
   3252682752 bytes        20.41 MB/sec avg        52.50 MB/sec inst
   3358588928 bytes        20.80 MB/sec avg        50.50 MB/sec inst
   3472883712 bytes        21.23 MB/sec avg        54.50 MB/sec inst
   3584032768 bytes        21.63 MB/sec avg        53.00 MB/sec inst
   3688890368 bytes        21.99 MB/sec avg        50.00 MB/sec inst
   3778019328 bytes        22.24 MB/sec avg        42.50 MB/sec inst
   3854565376 bytes        22.41 MB/sec avg        36.50 MB/sec inst
   3933208576 bytes        22.60 MB/sec avg        37.50 MB/sec inst
   4025483264 bytes        22.85 MB/sec avg        44.00 MB/sec inst
   4115660800 bytes        23.09 MB/sec avg        43.00 MB/sec inst
   4206886912 bytes        23.33 MB/sec avg        43.50 MB/sec inst

