Source: ftp://192.168.100.195:8195/tmp/
Dest:   file:///dev/
  zero195.img  ->  null

            0 bytes         0.00 MB/sec avg         0.00 MB/sec inst
      2097152 bytes         0.50 MB/sec avg         1.00 MB/sec inst
      7340032 bytes         1.17 MB/sec avg         2.50 MB/sec inst
     17825792 bytes         2.12 MB/sec avg         5.00 MB/sec inst
     52428800 bytes         5.00 MB/sec avg        16.50 MB/sec inst
     87031808 bytes         6.92 MB/sec avg        16.50 MB/sec inst
    117440512 bytes         8.00 MB/sec avg        14.50 MB/sec inst
    137363456 bytes         8.19 MB/sec avg         9.50 MB/sec inst
    149946368 bytes         7.94 MB/sec avg         6.00 MB/sec inst
    163577856 bytes         7.80 MB/sec avg         6.50 MB/sec inst
    178257920 bytes         7.73 MB/sec avg         7.00 MB/sec inst
    198180864 bytes         7.87 MB/sec avg         9.50 MB/sec inst
    216006656 bytes         7.92 MB/sec avg         8.50 MB/sec inst
    228589568 bytes         7.79 MB/sec avg         6.00 MB/sec inst
    252706816 bytes         8.03 MB/sec avg        11.50 MB/sec inst
    285212672 bytes         8.50 MB/sec avg        15.50 MB/sec inst
    304087040 bytes         8.53 MB/sec avg         9.00 MB/sec inst
    325058560 bytes         8.61 MB/sec avg        10.00 MB/sec inst
    340787200 bytes         8.55 MB/sec avg         7.50 MB/sec inst
    367001600 bytes         8.75 MB/sec avg        12.50 MB/sec inst
    385875968 bytes         8.76 MB/sec avg         9.00 MB/sec inst
    400556032 bytes         8.68 MB/sec avg         7.00 MB/sec inst
    419430400 bytes         8.70 MB/sec avg         9.00 MB/sec inst
    430964736 bytes         8.56 MB/sec avg         5.50 MB/sec inst
    446693376 bytes         8.52 MB/sec avg         7.50 MB/sec inst
    460324864 bytes         8.44 MB/sec avg         6.50 MB/sec inst
    480247808 bytes         8.48 MB/sec avg         9.50 MB/sec inst
    495976448 bytes         8.45 MB/sec avg         7.50 MB/sec inst
    508559360 bytes         8.36 MB/sec avg         6.00 MB/sec inst
    519045120 bytes         8.25 MB/sec avg         5.00 MB/sec inst
    543162368 bytes         8.35 MB/sec avg        11.50 MB/sec inst
    563085312 bytes         8.39 MB/sec avg         9.50 MB/sec inst
    594542592 bytes         8.59 MB/sec avg        15.00 MB/sec inst
    618659840 bytes         8.68 MB/sec avg        11.50 MB/sec inst
    659554304 bytes         8.99 MB/sec avg        19.50 MB/sec inst
    726663168 bytes         9.62 MB/sec avg        32.00 MB/sec inst
    778043392 bytes        10.03 MB/sec avg        24.50 MB/sec inst
    832569344 bytes        10.45 MB/sec avg        26.00 MB/sec inst
    874512384 bytes        10.69 MB/sec avg        20.00 MB/sec inst
    926941184 bytes        11.05 MB/sec avg        25.00 MB/sec inst
    977272832 bytes        11.37 MB/sec avg        24.00 MB/sec inst
   1023410176 bytes        11.62 MB/sec avg        22.00 MB/sec inst
   1063256064 bytes        11.79 MB/sec avg        19.00 MB/sec inst
   1105199104 bytes        11.98 MB/sec avg        20.00 MB/sec inst
   1147142144 bytes        12.16 MB/sec avg        20.00 MB/sec inst
   1192230912 bytes        12.36 MB/sec avg        21.50 MB/sec inst
   1241513984 bytes        12.60 MB/sec avg        23.50 MB/sec inst
   1289748480 bytes        12.81 MB/sec avg        23.00 MB/sec inst
   1331691520 bytes        12.96 MB/sec avg        20.00 MB/sec inst
   1379926016 bytes        13.16 MB/sec avg        23.00 MB/sec inst
   1427111936 bytes        13.34 MB/sec avg        22.50 MB/sec inst
   1450180608 bytes        13.30 MB/sec avg        11.00 MB/sec inst
   1476395008 bytes        13.28 MB/sec avg        12.50 MB/sec inst
   1534066688 bytes        13.55 MB/sec avg        27.50 MB/sec inst
   1589641216 bytes        13.78 MB/sec avg        26.50 MB/sec inst
   1645215744 bytes        14.01 MB/sec avg        26.50 MB/sec inst
   1688207360 bytes        14.12 MB/sec avg        20.50 MB/sec inst
   1728053248 bytes        14.21 MB/sec avg        19.00 MB/sec inst
   1758461952 bytes        14.21 MB/sec avg        14.50 MB/sec inst
   1807745024 bytes        14.37 MB/sec avg        23.50 MB/sec inst
   1900019712 bytes        14.85 MB/sec avg        44.00 MB/sec inst
   1979711488 bytes        15.23 MB/sec avg        38.00 MB/sec inst
   2059403264 bytes        15.59 MB/sec avg        38.00 MB/sec inst
   2130706432 bytes        15.87 MB/sec avg        34.00 MB/sec inst
   2191523840 bytes        16.08 MB/sec avg        29.00 MB/sec inst
   2279604224 bytes        16.47 MB/sec avg        42.00 MB/sec inst
   2353004544 bytes        16.75 MB/sec avg        35.00 MB/sec inst
   2425356288 bytes        17.01 MB/sec avg        34.50 MB/sec inst
   2528116736 bytes        17.47 MB/sec avg        49.00 MB/sec inst
   2632974336 bytes        17.94 MB/sec avg        50.00 MB/sec inst
   2743074816 bytes        18.42 MB/sec avg        52.50 MB/sec inst
   2856321024 bytes        18.92 MB/sec avg        54.00 MB/sec inst
   2961178624 bytes        19.34 MB/sec avg        50.00 MB/sec inst
   3075473408 bytes        19.82 MB/sec avg        54.50 MB/sec inst
   3184525312 bytes        20.25 MB/sec avg        52.00 MB/sec inst
   3291480064 bytes        20.65 MB/sec avg        51.00 MB/sec inst
   3408920576 bytes        21.11 MB/sec avg        56.00 MB/sec inst
   3513778176 bytes        21.48 MB/sec avg        50.00 MB/sec inst
   3623878656 bytes        21.87 MB/sec avg        52.50 MB/sec inst
   3731881984 bytes        22.24 MB/sec avg        51.50 MB/sec inst
   3816816640 bytes        22.47 MB/sec avg        40.50 MB/sec inst
   3911188480 bytes        22.74 MB/sec avg        45.00 MB/sec inst
   4016046080 bytes        23.07 MB/sec avg        50.00 MB/sec inst
   4114612224 bytes        23.36 MB/sec avg        47.00 MB/sec inst
   4220518400 bytes        23.68 MB/sec avg        50.50 MB/sec inst
Source: ftp://192.168.100.195:8195/tmp/
Dest:   file:///dev/
  zero195.img  ->  null

            0 bytes         0.00 MB/sec avg         0.00 MB/sec inst
