Source: ftp://192.168.100.196:8196/tmp/
Dest:   file:///dev/
  zero196.img  ->  null

     11534336 bytes         5.50 MB/sec avg         5.50 MB/sec inst
     26214400 bytes         6.25 MB/sec avg         7.00 MB/sec inst
   2858418176 bytes        30.98 MB/sec avg        60.00 MB/sec inst
   3006267392 bytes        31.86 MB/sec avg        70.50 MB/sec inst
   3123707904 bytes        32.38 MB/sec avg        56.00 MB/sec inst
   3225419776 bytes        32.72 MB/sec avg        48.50 MB/sec inst
   3325034496 bytes        33.03 MB/sec avg        47.50 MB/sec inst
   3394240512 bytes        33.03 MB/sec avg        33.00 MB/sec inst
   3455057920 bytes        32.95 MB/sec avg        29.00 MB/sec inst
   3560964096 bytes        33.29 MB/sec avg        50.50 MB/sec inst
   3677356032 bytes        33.72 MB/sec avg        55.50 MB/sec inst
   3796893696 bytes        34.16 MB/sec avg        57.00 MB/sec inst
   3892314112 bytes        34.37 MB/sec avg        45.50 MB/sec inst
   3970957312 bytes        34.43 MB/sec avg        37.50 MB/sec inst
   4072669184 bytes        34.68 MB/sec avg        48.50 MB/sec inst
   4164943872 bytes        34.84 MB/sec avg        44.00 MB/sec inst
   4271898624 bytes        35.12 MB/sec avg        51.00 MB/sec inst

Source: ftp://192.168.100.196:8196/tmp/
Dest:   file:///dev/
  zero196.img  ->  null

     10485760 bytes         5.00 MB/sec avg         5.00 MB/sec inst
     36700160 bytes         8.75 MB/sec avg        12.50 MB/sec inst
     74448896 bytes        11.83 MB/sec avg        18.00 MB/sec inst
    114294784 bytes        13.62 MB/sec avg        19.00 MB/sec inst
    160432128 bytes        15.30 MB/sec avg        22.00 MB/sec inst
    203423744 bytes        16.17 MB/sec avg        20.50 MB/sec inst
    246415360 bytes        16.79 MB/sec avg        20.50 MB/sec inst
    286261248 bytes        17.06 MB/sec avg        19.00 MB/sec inst
    337641472 bytes        17.89 MB/sec avg        24.50 MB/sec inst
    385875968 bytes        18.40 MB/sec avg        23.00 MB/sec inst
    432013312 bytes        18.73 MB/sec avg        22.00 MB/sec inst
    472907776 bytes        18.79 MB/sec avg        19.50 MB/sec inst
    517996544 bytes        19.00 MB/sec avg        21.50 MB/sec inst
    555745280 bytes        18.93 MB/sec avg        18.00 MB/sec inst
    597688320 bytes        19.00 MB/sec avg        20.00 MB/sec inst
    632291328 bytes        18.84 MB/sec avg        16.50 MB/sec inst
    666894336 bytes        18.71 MB/sec avg        16.50 MB/sec inst
    714080256 bytes        18.92 MB/sec avg        22.50 MB/sec inst
    750780416 bytes        18.84 MB/sec avg        17.50 MB/sec inst
    787480576 bytes        18.77 MB/sec avg        17.50 MB/sec inst
    836763648 bytes        19.00 MB/sec avg        23.50 MB/sec inst
    875560960 bytes        18.98 MB/sec avg        18.50 MB/sec inst
    915406848 bytes        18.98 MB/sec avg        19.00 MB/sec inst
    964689920 bytes        19.17 MB/sec avg        23.50 MB/sec inst
   1024458752 bytes        19.54 MB/sec avg        28.50 MB/sec inst
   1071644672 bytes        19.65 MB/sec avg        22.50 MB/sec inst
   1125122048 bytes        19.87 MB/sec avg        25.50 MB/sec inst
   1161822208 bytes        19.79 MB/sec avg        17.50 MB/sec inst
   1201668096 bytes        19.76 MB/sec avg        19.00 MB/sec inst
   1278214144 bytes        20.32 MB/sec avg        36.50 MB/sec inst
   1363148800 bytes        20.97 MB/sec avg        40.50 MB/sec inst
   1420820480 bytes        21.17 MB/sec avg        27.50 MB/sec inst
   1466957824 bytes        21.20 MB/sec avg        22.00 MB/sec inst
   1507852288 bytes        21.15 MB/sec avg        19.50 MB/sec inst
   1547698176 bytes        21.09 MB/sec avg        19.00 MB/sec inst
   1587544064 bytes        21.03 MB/sec avg        19.00 MB/sec inst
   1628438528 bytes        20.99 MB/sec avg        19.50 MB/sec inst
   1713373184 bytes        21.50 MB/sec avg        40.50 MB/sec inst
   1793064960 bytes        21.92 MB/sec avg        38.00 MB/sec inst
   1867513856 bytes        22.26 MB/sec avg        35.50 MB/sec inst
   1958739968 bytes        22.78 MB/sec avg        43.50 MB/sec inst
   2052063232 bytes        23.30 MB/sec avg        44.50 MB/sec inst
   2120220672 bytes        23.51 MB/sec avg        32.50 MB/sec inst
   2208301056 bytes        23.93 MB/sec avg        42.00 MB/sec inst
   2332033024 bytes        24.71 MB/sec avg        59.00 MB/sec inst
   2446327808 bytes        25.36 MB/sec avg        54.50 MB/sec inst
   2532311040 bytes        25.69 MB/sec avg        41.00 MB/sec inst
   2597322752 bytes        25.80 MB/sec avg        31.00 MB/sec inst
   2648702976 bytes        25.78 MB/sec avg        24.50 MB/sec inst
   2732589056 bytes        26.06 MB/sec avg        40.00 MB/sec inst
   2808086528 bytes        26.25 MB/sec avg        36.00 MB/sec inst
   2869952512 bytes        26.32 MB/sec avg        29.50 MB/sec inst
   2960130048 bytes        26.63 MB/sec avg        43.00 MB/sec inst
   3063939072 bytes        27.06 MB/sec avg        49.50 MB/sec inst
   3155165184 bytes        27.35 MB/sec avg        43.50 MB/sec inst
   3245342720 bytes        27.63 MB/sec avg        43.00 MB/sec inst
   3337617408 bytes        27.92 MB/sec avg        44.00 MB/sec inst
   3442475008 bytes        28.30 MB/sec avg        50.00 MB/sec inst
   3552575488 bytes        28.71 MB/sec avg        52.50 MB/sec inst
   3674210304 bytes        29.20 MB/sec avg        58.00 MB/sec inst
   3780116480 bytes        29.55 MB/sec avg        50.50 MB/sec inst
   3887071232 bytes        29.90 MB/sec avg        51.00 MB/sec inst
   3999268864 bytes        30.27 MB/sec avg        53.50 MB/sec inst
   4104126464 bytes        30.58 MB/sec avg        50.00 MB/sec inst
   4173332480 bytes        30.62 MB/sec avg        33.00 MB/sec inst
   4263510016 bytes        30.80 MB/sec avg        43.00 MB/sec inst

