Source: ftp://192.168.100.194:8194/tmp/
Dest:   file:///dev/
  zero194.img  ->  null

            0 bytes         0.00 MB/sec avg         0.00 MB/sec inst
     27262976 bytes         6.50 MB/sec avg        13.00 MB/sec inst
     66060288 bytes         3.50 MB/sec avg         2.00 MB/sec inst
     69206016 bytes         3.30 MB/sec avg         1.50 MB/sec inst
     72351744 bytes         3.14 MB/sec avg         1.50 MB/sec inst
     80740352 bytes         3.21 MB/sec avg         4.00 MB/sec inst
     88080384 bytes         3.23 MB/sec avg         3.50 MB/sec inst
     95420416 bytes         3.25 MB/sec avg         3.50 MB/sec inst
     99614720 bytes         3.17 MB/sec avg         2.00 MB/sec inst
    102760448 bytes         3.06 MB/sec avg         1.50 MB/sec inst
    114294784 bytes         3.21 MB/sec avg         5.50 MB/sec inst
    127926272 bytes         3.39 MB/sec avg         6.50 MB/sec inst
    142606336 bytes         3.58 MB/sec avg         7.00 MB/sec inst
    152043520 bytes         3.62 MB/sec avg         4.50 MB/sec inst
    165675008 bytes         3.76 MB/sec avg         6.50 MB/sec inst
    179306496 bytes         3.89 MB/sec avg         6.50 MB/sec inst
    195035136 bytes         4.04 MB/sec avg         7.50 MB/sec inst
    210763776 bytes         4.19 MB/sec avg         7.50 MB/sec inst
    224395264 bytes         4.28 MB/sec avg         6.50 MB/sec inst
    241172480 bytes         4.42 MB/sec avg         8.00 MB/sec inst
    265289728 bytes         4.69 MB/sec avg        11.50 MB/sec inst
    288358400 bytes         4.91 MB/sec avg        11.00 MB/sec inst
    308281344 bytes         5.07 MB/sec avg         9.50 MB/sec inst
    341835776 bytes         5.43 MB/sec avg        16.00 MB/sec inst
    362807296 bytes         5.58 MB/sec avg        10.00 MB/sec inst
    375390208 bytes         5.59 MB/sec avg         6.00 MB/sec inst
    383778816 bytes         5.55 MB/sec avg         4.00 MB/sec inst
    398458880 bytes         5.59 MB/sec avg         7.00 MB/sec inst
    413138944 bytes         5.63 MB/sec avg         7.00 MB/sec inst
    429916160 bytes         5.69 MB/sec avg         8.00 MB/sec inst
    460324864 bytes         5.93 MB/sec avg        14.50 MB/sec inst
    514850816 bytes         6.46 MB/sec avg        26.00 MB/sec inst
    589299712 bytes         7.21 MB/sec avg        35.50 MB/sec inst
    639631360 bytes         7.62 MB/sec avg        24.00 MB/sec inst
    680525824 bytes         7.91 MB/sec avg        19.50 MB/sec inst
    708837376 bytes         8.05 MB/sec avg        13.50 MB/sec inst
    726663168 bytes         8.06 MB/sec avg         8.50 MB/sec inst
    752877568 bytes         8.16 MB/sec avg        12.50 MB/sec inst
    773849088 bytes         8.20 MB/sec avg        10.00 MB/sec inst
    796917760 bytes         8.26 MB/sec avg        11.00 MB/sec inst
    835715072 bytes         8.48 MB/sec avg        18.50 MB/sec inst
    879755264 bytes         8.74 MB/sec avg        21.00 MB/sec inst
    914358272 bytes         8.90 MB/sec avg        16.50 MB/sec inst
    948961280 bytes         9.05 MB/sec avg        16.50 MB/sec inst
    974127104 bytes         9.11 MB/sec avg        12.00 MB/sec inst
    999292928 bytes         9.16 MB/sec avg        12.00 MB/sec inst
   1019215872 bytes         9.17 MB/sec avg         9.50 MB/sec inst
   1039138816 bytes         9.18 MB/sec avg         9.50 MB/sec inst
   1056964608 bytes         9.16 MB/sec avg         8.50 MB/sec inst
   1085276160 bytes         9.24 MB/sec avg        13.50 MB/sec inst
   1128267776 bytes         9.44 MB/sec avg        20.50 MB/sec inst
   1158676480 bytes         9.53 MB/sec avg        14.50 MB/sec inst
   1196425216 bytes         9.67 MB/sec avg        18.00 MB/sec inst
   1237319680 bytes         9.83 MB/sec avg        19.50 MB/sec inst
   1268776960 bytes         9.92 MB/sec avg        15.00 MB/sec inst
   1311768576 bytes        10.09 MB/sec avg        20.50 MB/sec inst
   1376780288 bytes        10.42 MB/sec avg        31.00 MB/sec inst
   1463812096 bytes        10.91 MB/sec avg        41.50 MB/sec inst
   1520435200 bytes        11.15 MB/sec avg        27.00 MB/sec inst
   1585446912 bytes        11.45 MB/sec avg        31.00 MB/sec inst
   1651507200 bytes        11.75 MB/sec avg        31.50 MB/sec inst
   1697644544 bytes        11.90 MB/sec avg        22.00 MB/sec inst
   1754267648 bytes        12.12 MB/sec avg        27.00 MB/sec inst
   1816133632 bytes        12.37 MB/sec avg        29.50 MB/sec inst
   1875902464 bytes        12.60 MB/sec avg        28.50 MB/sec inst
   1941962752 bytes        12.86 MB/sec avg        31.50 MB/sec inst
   1998585856 bytes        13.05 MB/sec avg        27.00 MB/sec inst
   2058354688 bytes        13.26 MB/sec avg        28.50 MB/sec inst
   2121269248 bytes        13.49 MB/sec avg        30.00 MB/sec inst
   2176843776 bytes        13.66 MB/sec avg        26.50 MB/sec inst
   2237661184 bytes        13.86 MB/sec avg        29.00 MB/sec inst
   2308964352 bytes        14.12 MB/sec avg        34.00 MB/sec inst
   2390753280 bytes        14.43 MB/sec avg        39.00 MB/sec inst
   2438987776 bytes        14.54 MB/sec avg        23.00 MB/sec inst
   2494562304 bytes        14.69 MB/sec avg        26.50 MB/sec inst
   2559574016 bytes        14.88 MB/sec avg        31.00 MB/sec inst
   2601517056 bytes        14.95 MB/sec avg        20.00 MB/sec inst
   2652897280 bytes        15.06 MB/sec avg        24.50 MB/sec inst
   2723151872 bytes        15.28 MB/sec avg        33.50 MB/sec inst
   2801795072 bytes        15.53 MB/sec avg        37.50 MB/sec inst
   2856321024 bytes        15.66 MB/sec avg        26.00 MB/sec inst
   2922381312 bytes        15.84 MB/sec avg        31.50 MB/sec inst
   3012558848 bytes        16.14 MB/sec avg        43.00 MB/sec inst
   3137339392 bytes        16.62 MB/sec avg        59.50 MB/sec inst
   3250585600 bytes        17.03 MB/sec avg        54.00 MB/sec inst
   3335520256 bytes        17.29 MB/sec avg        40.50 MB/sec inst
   3435134976 bytes        17.61 MB/sec avg        47.50 MB/sec inst
   3558866944 bytes        18.05 MB/sec avg        59.00 MB/sec inst
   3650093056 bytes        18.32 MB/sec avg        43.50 MB/sec inst
   3728736256 bytes        18.52 MB/sec avg        37.50 MB/sec inst
   3824156672 bytes        18.80 MB/sec avg        45.50 MB/sec inst
   3941597184 bytes        19.18 MB/sec avg        56.00 MB/sec inst
   4038066176 bytes        19.45 MB/sec avg        46.00 MB/sec inst
   4130340864 bytes        19.69 MB/sec avg        44.00 MB/sec inst
   4229955584 bytes        19.97 MB/sec avg        47.50 MB/sec inst

