Source: ftp://192.168.100.194:8194/tmp/
Dest:   file:///dev/
  zero194.img  ->  null

            0 bytes         0.00 MB/sec avg         0.00 MB/sec inst
     20971520 bytes         5.00 MB/sec avg        10.00 MB/sec inst
     37748736 bytes         6.00 MB/sec avg         8.00 MB/sec inst
     47185920 bytes         5.62 MB/sec avg         4.50 MB/sec inst
     52428800 bytes         5.00 MB/sec avg         2.50 MB/sec inst
     59768832 bytes         4.75 MB/sec avg         3.50 MB/sec inst
     66060288 bytes         4.50 MB/sec avg         3.00 MB/sec inst
     71303168 bytes         4.25 MB/sec avg         2.50 MB/sec inst
     80740352 bytes         4.28 MB/sec avg         4.50 MB/sec inst
     89128960 bytes         4.25 MB/sec avg         4.00 MB/sec inst
     97517568 bytes         4.23 MB/sec avg         4.00 MB/sec inst
    102760448 bytes         4.08 MB/sec avg         2.50 MB/sec inst
    111149056 bytes         4.08 MB/sec avg         4.00 MB/sec inst
    130023424 bytes         4.43 MB/sec avg         9.00 MB/sec inst
    139460608 bytes         4.43 MB/sec avg         4.50 MB/sec inst
    144703488 bytes         4.31 MB/sec avg         2.50 MB/sec inst
    148897792 bytes         4.18 MB/sec avg         2.00 MB/sec inst
    150994944 bytes         4.00 MB/sec avg         1.00 MB/sec inst
    153092096 bytes         3.84 MB/sec avg         1.00 MB/sec inst
    157286400 bytes         3.75 MB/sec avg         2.00 MB/sec inst
    160432128 bytes         3.64 MB/sec avg         1.50 MB/sec inst
    163577856 bytes         3.55 MB/sec avg         1.50 MB/sec inst
    168820736 bytes         3.50 MB/sec avg         2.50 MB/sec inst
    176160768 bytes         3.50 MB/sec avg         3.50 MB/sec inst
    192937984 bytes         3.68 MB/sec avg         8.00 MB/sec inst
    205520896 bytes         3.77 MB/sec avg         6.00 MB/sec inst
    220200960 bytes         3.89 MB/sec avg         7.00 MB/sec inst
    226492416 bytes         3.86 MB/sec avg         3.00 MB/sec inst
    229638144 bytes         3.78 MB/sec avg         1.50 MB/sec inst
    232783872 bytes         3.70 MB/sec avg         1.50 MB/sec inst
    241172480 bytes         3.71 MB/sec avg         4.00 MB/sec inst
    248512512 bytes         3.70 MB/sec avg         3.50 MB/sec inst
    262144000 bytes         3.79 MB/sec avg         6.50 MB/sec inst
    282066944 bytes         3.96 MB/sec avg         9.50 MB/sec inst
    298844160 bytes         4.07 MB/sec avg         8.00 MB/sec inst
    322961408 bytes         4.28 MB/sec avg        11.50 MB/sec inst
    339738624 bytes         4.38 MB/sec avg         8.00 MB/sec inst
    362807296 bytes         4.55 MB/sec avg        11.00 MB/sec inst
    384827392 bytes         4.71 MB/sec avg        10.50 MB/sec inst
    412090368 bytes         4.91 MB/sec avg        13.00 MB/sec inst
    447741952 bytes         5.21 MB/sec avg        17.00 MB/sec inst
    497025024 bytes         5.64 MB/sec avg        23.50 MB/sec inst
    535822336 bytes         5.94 MB/sec avg        18.50 MB/sec inst
    572522496 bytes         6.20 MB/sec avg        17.50 MB/sec inst
    600834048 bytes         6.37 MB/sec avg        13.50 MB/sec inst
    628097024 bytes         6.51 MB/sec avg        13.00 MB/sec inst
    657457152 bytes         6.67 MB/sec avg        14.00 MB/sec inst
    679477248 bytes         6.75 MB/sec avg        10.50 MB/sec inst
    713031680 bytes         6.94 MB/sec avg        16.00 MB/sec inst
    745537536 bytes         7.11 MB/sec avg        15.50 MB/sec inst
    778043392 bytes         7.27 MB/sec avg        15.50 MB/sec inst
