Source: ftp://192.168.100.190:8190/tmp/
Dest:   file:///dev/
  zero190.img  ->  null

            0 bytes         0.00 MB/sec avg         0.00 MB/sec inst
      9437184 bytes         2.25 MB/sec avg         4.50 MB/sec inst
     18874368 bytes         3.00 MB/sec avg         4.50 MB/sec inst
     24117248 bytes         2.87 MB/sec avg         2.50 MB/sec inst
     28311552 bytes         2.70 MB/sec avg         2.00 MB/sec inst
     33554432 bytes         2.67 MB/sec avg         2.50 MB/sec inst
     38797312 bytes         2.64 MB/sec avg         2.50 MB/sec inst
     47185920 bytes         2.81 MB/sec avg         4.00 MB/sec inst
     67108864 bytes         3.56 MB/sec avg         9.50 MB/sec inst
    105906176 bytes         5.05 MB/sec avg        18.50 MB/sec inst
    134217728 bytes         5.82 MB/sec avg        13.50 MB/sec inst
    166723584 bytes         6.62 MB/sec avg        15.50 MB/sec inst
    200278016 bytes         7.35 MB/sec avg        16.00 MB/sec inst
    212860928 bytes         7.25 MB/sec avg         6.00 MB/sec inst
    229638144 bytes         7.30 MB/sec avg         8.00 MB/sec inst
    261095424 bytes         7.78 MB/sec avg        15.00 MB/sec inst
    288358400 bytes         8.09 MB/sec avg        13.00 MB/sec inst
    300941312 bytes         7.97 MB/sec avg         6.00 MB/sec inst
    314572800 bytes         7.89 MB/sec avg         6.50 MB/sec inst
    326107136 bytes         7.77 MB/sec avg         5.50 MB/sec inst
    346030080 bytes         7.86 MB/sec avg         9.50 MB/sec inst
    383778816 bytes         8.32 MB/sec avg        18.00 MB/sec inst
    421527552 bytes         8.74 MB/sec avg        18.00 MB/sec inst
    454033408 bytes         9.02 MB/sec avg        15.50 MB/sec inst
    481296384 bytes         9.18 MB/sec avg        13.00 MB/sec inst
    492830720 bytes         9.04 MB/sec avg         5.50 MB/sec inst
    501219328 bytes         8.85 MB/sec avg         4.00 MB/sec inst
    506462208 bytes         8.62 MB/sec avg         2.50 MB/sec inst
    513802240 bytes         8.45 MB/sec avg         3.50 MB/sec inst
    531628032 bytes         8.45 MB/sec avg         8.50 MB/sec inst
    559939584 bytes         8.61 MB/sec avg        13.50 MB/sec inst
    581959680 bytes         8.67 MB/sec avg        10.50 MB/sec inst
    611319808 bytes         8.83 MB/sec avg        14.00 MB/sec inst
    636485632 bytes         8.93 MB/sec avg        12.00 MB/sec inst
    660602880 bytes         9.00 MB/sec avg        11.50 MB/sec inst
    688914432 bytes         9.12 MB/sec avg        13.50 MB/sec inst
    710934528 bytes         9.16 MB/sec avg        10.50 MB/sec inst
    735051776 bytes         9.22 MB/sec avg        11.50 MB/sec inst
    765460480 bytes         9.36 MB/sec avg        14.50 MB/sec inst
    790626304 bytes         9.42 MB/sec avg        12.00 MB/sec inst
    813694976 bytes         9.46 MB/sec avg        11.00 MB/sec inst
    849346560 bytes         9.64 MB/sec avg        17.00 MB/sec inst
    890241024 bytes         9.87 MB/sec avg        19.50 MB/sec inst
    921698304 bytes         9.99 MB/sec avg        15.00 MB/sec inst
    962592768 bytes        10.20 MB/sec avg        19.50 MB/sec inst
   1021313024 bytes        10.59 MB/sec avg        28.00 MB/sec inst
