megabytes,real_sec,rate_Mbps,retrans,cwnd
4.1875,0.10,351.2273,0,1127
4.7500,0.10,398.1603,0,1127
4.7500,0.10,398.5665,0,1127
4.7500,0.10,398.6462,0,1127
4.6875,0.10,393.0509,0,1127
4.7500,0.10,398.6343,0,1127
4.6875,0.10,393.1374,0,1127
4.7500,0.10,398.5386,0,1127
4.7500,0.10,398.4629,0,1127
4.6875,0.10,393.2396,0,1127
4.7500,0.10,398.4270,0,1127
4.7500,0.10,398.4549,0,1127
4.6875,0.10,393.2239,0,1127
4.7500,0.10,398.4429,0,1127
4.6875,0.10,393.0548,0,1127
4.8125,0.10,403.6896,0,1127
4.6875,0.10,393.3891,0,1127
4.7500,0.10,398.0608,0,1127
4.6875,0.10,393.6214,0,1127
4.7500,0.10,398.4549,0,1127
4.6875,0.10,393.2239,0,1127
4.7500,0.10,398.2677,0,1127
4.7500,0.10,398.6462,0,1127
4.7500,0.10,398.4589,0,1127
4.6875,0.10,393.0941,0,1127
4.7500,0.10,398.5785,0,1127
4.6875,0.10,393.2199,0,1127
4.7500,0.10,398.4350,0,1127
4.7500,0.10,398.4469,0,1127
4.7500,0.10,398.4987,0,1127
4.6875,0.10,393.2317,0,1127
4.7500,0.10,398.4429,0,1127
4.6875,0.10,393.0038,0,1127
4.7500,0.10,398.6742,0,1127
4.7500,0.10,398.4469,0,1127
4.6875,0.10,393.2396,0,1127
4.7500,0.10,398.4270,0,1127
4.7500,0.10,398.2637,0,1127
4.6875,0.10,393.4245,0,1127
4.7500,0.10,398.1085,0,1127
4.7500,0.10,398.8218,0,1127
4.7500,0.10,398.4589,0,1127
4.6875,0.10,393.2160,0,1127
4.7500,0.10,398.4748,0,1127
4.6875,0.10,393.1963,0,1127
4.7500,0.10,398.4629,0,1127
4.7500,0.10,398.4788,0,1127
4.7500,0.10,398.4390,0,1127
4.6875,0.10,393.2160,0,1127
4.7500,0.10,398.4549,0,1127
4.6875,0.10,393.2160,0,1127
4.7500,0.10,398.4589,0,1127
4.7500,0.10,398.4509,0,1127
4.7500,0.10,398.4708,0,1127
4.6875,0.10,393.0470,0,1127
4.7500,0.10,398.3951,0,1127
4.6875,0.10,393.3576,0,1127
4.7500,0.10,398.4589,0,1127
4.6875,0.10,393.2947,0,1127
4.8125,0.10,403.4355,0,1127
4.6875,0.10,393.2199,0,1127
4.7500,0.10,398.6502,0,1127
4.6875,0.10,393.2160,0,1127
4.7500,0.10,398.3195,0,1127
4.6875,0.10,393.3222,0,1127
4.7500,0.10,398.3633,0,1127
4.7500,0.10,398.3155,0,1127
4.7500,0.10,398.5944,0,1127
4.6875,0.10,393.2475,0,1127
4.7500,0.10,398.4509,0,1127
4.6875,0.10,393.1885,0,1127
4.7500,0.10,398.5147,0,1127
4.7500,0.10,398.4589,0,1127
4.6875,0.10,393.1728,0,1127
4.7500,0.10,398.4469,0,1127
4.7500,0.10,398.4469,0,1127
4.6875,0.10,393.2671,0,1127
4.7500,0.10,398.4111,0,1127
4.7500,0.10,398.4947,0,1127
4.6875,0.10,393.1610,0,1127
4.7500,0.10,398.5226,0,1127
4.6875,0.10,393.1924,0,1127
4.7500,0.10,398.5665,0,1127
4.6875,0.10,393.3065,0,1127
4.5625,0.10,382.5543,0,1127
4.6250,0.10,387.9343,0,1127
4.6250,0.10,388.0934,0,1127
4.6250,0.10,388.0663,0,1127
4.6250,0.10,387.9770,0,1127
4.6250,0.10,387.7715,0,1127
4.6875,0.10,393.4206,0,1127
4.5625,0.10,382.7264,0,1127
4.6875,0.10,393.2160,0,1127
4.5625,0.10,382.7341,0,1127
4.6875,0.10,392.9213,0,1127
4.5625,0.10,382.8528,0,1127
4.6875,0.10,393.2986,0,1127
4.6250,0.10,387.8955,0,1127
4.6250,0.10,387.9537,0,1127
4.6250,0.10,387.9925,0,1127
4.6250,0.10,388.1206,0,1127
4.6250,0.10,387.7792,0,1127
4.6250,0.10,388.1866,0,1127
4.6250,0.10,387.7560,0,1127
4.6250,0.10,388.1866,0,1127
4.6250,0.10,387.7986,0,1127
4.6250,0.10,388.0158,0,1127
4.6250,0.10,388.1090,0,1127
4.6250,0.10,387.9731,0,1127
4.6250,0.10,387.9304,0,1127
4.6250,0.10,387.8451,0,1127
4.6875,0.10,393.1767,0,1127
4.5625,0.10,382.6155,0,1127
4.6875,0.10,393.5545,0,1127
4.5625,0.10,382.7302,0,1127
4.6875,0.10,393.2042,0,1127
4.5625,0.10,382.7341,0,1127
4.6875,0.10,393.2357,0,1127
4.6250,0.10,387.9537,0,1127
4.6250,0.10,387.9770,0,1127
4.6250,0.10,387.9770,0,1127
4.6250,0.10,387.9731,0,1127
4.6250,0.10,387.9692,0,1127
4.6250,0.10,387.9770,0,1127
4.6250,0.10,387.9731,0,1127
4.6875,0.10,393.2160,0,1127
4.5625,0.10,382.7264,0,1127
4.6875,0.10,393.2160,0,1127
4.5625,0.10,382.7302,0,1127
4.6875,0.10,393.1492,0,1127
4.5625,0.10,382.7991,0,1127
4.6250,0.10,387.9654,0,1127
4.6250,0.10,387.9848,0,1127
4.6250,0.10,387.9615,0,1127
4.6875,0.10,393.2199,0,1127
4.5625,0.10,382.7226,0,1127
4.6250,0.10,387.9925,0,1127
4.6250,0.10,387.9576,0,1127
4.6875,0.10,393.2199,0,1127
4.6250,0.10,387.9692,0,1127
4.6250,0.10,387.9809,0,1127
4.6250,0.10,387.9809,0,1127
4.5625,0.10,382.7417,0,1127
4.6875,0.10,393.2081,0,1127
4.5625,0.10,382.7302,0,1127
4.6875,0.10,393.2160,0,1127
4.6250,0.10,387.9731,0,1127
4.6250,0.10,387.9343,0,1127
4.6250,0.10,388.0119,0,1127
4.6250,0.10,387.9731,0,1127
4.6250,0.10,387.9770,0,1127
4.6250,0.10,387.9498,0,1127
4.6250,0.10,387.9770,0,1127
4.6875,0.10,393.2160,0,1127
4.5625,0.10,382.7302,0,1127
4.6875,0.10,393.1728,0,1127
4.5625,0.10,382.7341,0,1127
4.6250,0.10,388.0313,0,1127
4.6250,0.10,387.9498,0,1127
4.6875,0.10,393.2199,0,1127
4.6250,0.10,387.9731,0,1127
4.6250,0.10,387.9692,0,1127
4.6250,0.10,387.9731,0,1127
4.6250,0.10,387.9770,0,1127
4.6250,0.10,387.9731,0,1127
4.6250,0.10,387.9304,0,1127
4.6250,0.10,387.9731,0,1127
4.6250,0.10,388.0042,0,1127
4.6250,0.10,387.9537,0,1127
4.6250,0.10,388.0003,0,1127
4.6250,0.10,387.9925,0,1127
4.6250,0.10,387.9731,0,1127
4.6250,0.10,387.9731,0,1127
4.6250,0.10,387.9731,0,1127
4.6875,0.10,393.2160,0,1127
4.5625,0.10,382.6652,0,1127
4.6250,0.10,387.8917,0,1127
4.6250,0.10,388.1051,0,1127
4.6250,0.10,387.8723,0,1127
4.6250,0.10,388.0779,0,1127
4.6250,0.10,387.9692,0,1127
4.6875,0.10,392.9174,0,1127
4.5625,0.10,382.8221,0,1127
4.6875,0.10,393.2278,0,1127
4.5625,0.10,382.7417,0,1127
4.6250,0.10,388.1323,0,1127
4.6250,0.10,387.8219,0,1127
4.6875,0.10,393.0391,0,1127
4.6250,0.10,388.1400,0,1127
4.6250,0.10,387.9188,0,1127
4.6250,0.10,388.0274,0,1127
4.6250,0.10,387.9537,0,1127
4.6250,0.10,387.9886,0,1127
4.6250,0.10,387.9188,0,1127
4.6250,0.10,388.0197,0,1127
4.6250,0.10,387.8141,0,1127
4.6250,0.10,388.3265,0,1127
4.6250,0.10,387.9692,0,1127
4.6250,0.10,387.9343,0,1127
4.6250,0.10,388.0119,0,1127
4.6250,0.10,387.9925,0,1127
4.6250,0.10,387.9537,0,1127
4.6875,0.10,393.2199,0,1127
4.5625,0.10,382.7302,0,1127
4.6875,0.10,393.1728,0,1127
4.5625,0.10,382.7685,0,1127
4.6875,0.10,393.2199,0,1127
4.5625,0.10,382.6155,0,1127
4.6875,0.10,393.3222,0,1127
4.6250,0.10,387.9731,0,1127
4.6250,0.10,387.9692,0,1127
4.6250,0.10,387.9731,0,1127
4.6250,0.10,387.9770,0,1127
4.6250,0.10,387.9654,0,1127
4.6250,0.10,387.8025,0,1127
4.6250,0.10,388.0818,0,1127
4.6250,0.10,387.9498,0,1127
4.6250,0.10,387.7947,0,1127
4.6250,0.10,388.0701,0,1127
4.6250,0.10,388.0779,0,1127
4.6250,0.10,387.8684,0,1127
4.6250,0.10,387.9770,0,1127
4.6250,0.10,387.9770,0,1127
4.6875,0.10,393.1688,0,1127
4.5625,0.10,382.7762,0,1127
4.6875,0.10,393.0548,0,1127
4.5625,0.10,382.7762,0,1127
4.6875,0.10,393.5190,0,1127
4.5625,0.10,382.6805,0,1127
4.6250,0.10,387.9188,0,1127
4.6875,0.10,393.3104,0,1127
4.6250,0.10,387.9343,0,1127
4.6250,0.10,388.0197,0,1127
4.6250,0.10,387.9537,0,1127
4.6875,0.10,393.2357,0,1127
4.5625,0.10,382.7111,0,1127
4.6250,0.10,387.8490,0,1127
4.6875,0.10,393.2475,0,1127
4.5625,0.10,382.6040,0,1127
4.6875,0.10,393.4403,0,1127
4.5625,0.10,382.7302,0,1127
4.6875,0.10,393.2160,0,1127
4.5625,0.10,382.5351,0,1127
4.6875,0.10,393.2317,0,1127
4.6250,0.10,388.0042,0,1127
4.6250,0.10,387.9654,0,1127
4.6250,0.10,387.9770,0,1127
4.6250,0.10,387.9731,0,1127
4.6250,0.10,387.9848,0,1127
4.6250,0.10,387.9537,0,1127
4.6250,0.10,387.9576,0,1127
4.6250,0.10,388.0158,0,1127
4.6250,0.10,388.1012,0,1127
4.6250,0.10,387.7366,0,1127
4.6250,0.10,388.0119,0,1127
4.6250,0.10,387.9770,0,1127
4.6250,0.10,387.9731,0,1127
4.6250,0.10,387.9576,0,1127
4.6250,0.10,387.8568,0,1127
4.6250,0.10,388.3148,0,1127
4.6875,0.10,393.2199,0,1127
4.5625,0.10,382.7302,0,1127
4.6875,0.10,393.0195,0,1127
4.5625,0.10,382.9179,0,1127
4.6875,0.10,393.1610,0,1127
4.6250,0.10,388.0274,0,1127
4.5625,0.10,382.6767,0,1127
4.6875,0.10,393.2750,0,1127
4.5625,0.10,382.6690,0,1127
4.6875,0.10,393.0824,0,1127
4.5625,0.10,382.6193,0,1127
4.6875,0.10,393.3615,0,1127
4.6250,0.10,387.9615,0,1127
4.6250,0.10,387.9809,0,1127
4.6250,0.10,387.9382,0,1127
4.6250,0.10,387.9615,0,1127
4.6250,0.10,388.1051,0,1127
4.6250,0.10,387.6320,0,1127
4.6250,0.10,388.2099,0,1127
4.6250,0.10,387.9654,0,1127
4.6250,0.10,387.8413,0,1127
4.6250,0.10,388.1866,0,1127
4.6250,0.10,387.8994,0,1127
4.6250,0.10,387.9770,0,1127
4.6250,0.10,388.0857,0,1127
4.6250,0.10,387.8296,0,1127
4.6875,0.10,393.1295,0,1127
4.5625,0.10,382.9409,0,1127
4.6875,0.10,393.1256,0,1127
4.5625,0.10,382.7264,0,1127
4.6250,0.10,388.1284,0,1127
4.6250,0.10,388.0080,0,1127
4.6875,0.10,393.1924,0,1127
4.6250,0.10,387.9848,0,1127
4.6250,0.10,387.9886,0,1127
4.6250,0.10,387.9537,0,1127
4.6250,0.10,387.9770,0,1127
4.6250,0.10,387.9692,0,1127
4.6250,0.10,387.9770,0,1127
4.6250,0.10,387.9731,0,1127
4.6250,0.10,387.9848,0,1127
4.6250,0.10,387.9770,0,1127
4.6250,0.10,387.8606,0,1127
4.6250,0.10,388.0080,0,1127
4.6250,0.10,387.9692,0,1127
4.6250,0.10,387.8684,0,1127
4.6250,0.10,387.9848,0,1127
4.6875,0.10,393.2711,0,1127
4.5625,0.10,382.6652,0,1127
4.6875,0.10,393.2121,0,1127
4.5625,0.10,382.7341,0,1127
