nuttcp-r: v8.1.3: socket
nuttcp-r: buflen=65536 nstream=1 port=8190 mode=tcp
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.8782 retrans=0 cwnd=59865
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5343 retrans=0 cwnd=59865
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1967 retrans=0 cwnd=59865
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9248 retrans=0 cwnd=59865
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2613 retrans=0 cwnd=59865
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.0734 retrans=0 cwnd=60364
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1967 retrans=0 cwnd=60372
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.3200 retrans=0 cwnd=60372
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4691 retrans=0 cwnd=60372
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.8433 retrans=0 cwnd=60372
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2907 retrans=0 cwnd=60372
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=60879
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1028 retrans=0 cwnd=60879
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.3141 retrans=0 cwnd=60879
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1028 retrans=0 cwnd=60879
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2378 retrans=0 cwnd=60879
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2848 retrans=0 cwnd=60879
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=61491
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1732 retrans=0 cwnd=61491
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2084 retrans=0 cwnd=61491
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1849 retrans=0 cwnd=61491
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=61491
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2202 retrans=0 cwnd=61491
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1321 retrans=0 cwnd=62068
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.0265 retrans=0 cwnd=62068
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.8433 retrans=0 cwnd=62068
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.3024 retrans=0 cwnd=62068
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.3494 retrans=0 cwnd=62068
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2965 retrans=0 cwnd=62068
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9597 retrans=0 cwnd=62068
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4632 retrans=0 cwnd=62644
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9597 retrans=0 cwnd=62644
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.0793 retrans=0 cwnd=62644
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.1541 retrans=0 cwnd=62644
megabytes=0.0000 real_sec=0.10 rate_Mbps=0.0000 retrans=0 cwnd=62644
megabytes=0.0000 real_sec=0.10 rate_Mbps=0.0000 retrans=0 cwnd=62644
megabytes=0.0000 real_sec=0.10 rate_Mbps=0.0000 retrans=0 cwnd=62644
megabytes=0.0000 real_sec=0.10 rate_Mbps=0.0000 retrans=0 cwnd=62644
megabytes=0.0000 real_sec=0.10 rate_Mbps=0.0000 retrans=0 cwnd=62644
megabytes=0.0000 real_sec=0.10 rate_Mbps=0.0000 retrans=0 cwnd=62644
megabytes=0.0000 real_sec=0.10 rate_Mbps=0.0000 retrans=0 cwnd=62644
megabytes=0.0000 real_sec=0.10 rate_Mbps=0.0000 retrans=0 cwnd=62644
megabytes=10.3125 real_sec=0.10 rate_Mbps=864.9541 retrans=0 cwnd=62644
megabytes=31.6875 real_sec=0.10 rate_Mbps=2659.3901 retrans=0 cwnd=63160
megabytes=23.6250 real_sec=0.10 rate_Mbps=1982.1456 retrans=0 cwnd=63894
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.0503 retrans=0 cwnd=63894
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.0451 retrans=0 cwnd=63903
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.0503 retrans=0 cwnd=63911
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.2880 retrans=0 cwnd=63920
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.0451 retrans=0 cwnd=63920
megabytes=6.1875 real_sec=0.10 rate_Mbps=518.8635 retrans=121 cwnd=32052
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.2476 retrans=0 cwnd=32052
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.2618 retrans=0 cwnd=32052
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.0763 retrans=0 cwnd=32052
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.2775 retrans=0 cwnd=32052
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.0192 retrans=0 cwnd=32052
megabytes=6.1875 real_sec=0.10 rate_Mbps=518.7857 retrans=0 cwnd=32052
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.3100 retrans=0 cwnd=32052
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.1412 retrans=0 cwnd=32052
megabytes=6.1250 real_sec=0.10 rate_Mbps=513.9564 retrans=0 cwnd=32052
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.2775 retrans=0 cwnd=32052
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.0365 retrans=0 cwnd=32052
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.2996 retrans=0 cwnd=32052
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.2828 retrans=0 cwnd=32052
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.0399 retrans=0 cwnd=32052
megabytes=6.2500 real_sec=0.10 rate_Mbps=524.0469 retrans=0 cwnd=32052
megabytes=6.1875 real_sec=0.10 rate_Mbps=519.0659 retrans=0 cwnd=32052
megabytes=6.1875 real_sec=0.10 rate_Mbps=518.9673 retrans=0 cwnd=32052
megabytes=6.6250 real_sec=0.10 rate_Mbps=555.5675 retrans=0 cwnd=32052
megabytes=6.6250 real_sec=0.10 rate_Mbps=555.8898 retrans=0 cwnd=32052
megabytes=6.6250 real_sec=0.10 rate_Mbps=555.8009 retrans=0 cwnd=32052
megabytes=6.6875 real_sec=0.10 rate_Mbps=561.1790 retrans=0 cwnd=32052
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4911 retrans=0 cwnd=32052
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4111 retrans=0 cwnd=32052
megabytes=6.6250 real_sec=0.10 rate_Mbps=555.9009 retrans=0 cwnd=32052
megabytes=6.6875 real_sec=0.10 rate_Mbps=560.9882 retrans=0 cwnd=32052
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4796 retrans=0 cwnd=32052
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4682 retrans=0 cwnd=32052
megabytes=6.6875 real_sec=0.10 rate_Mbps=560.7863 retrans=0 cwnd=32052
megabytes=6.6875 real_sec=0.10 rate_Mbps=561.1846 retrans=0 cwnd=32052
megabytes=6.7500 real_sec=0.10 rate_Mbps=566.2537 retrans=0 cwnd=32052
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.6591 retrans=0 cwnd=32052
megabytes=6.6875 real_sec=0.10 rate_Mbps=561.0050 retrans=0 cwnd=32052
megabytes=6.7500 real_sec=0.10 rate_Mbps=566.2707 retrans=0 cwnd=32052
megabytes=6.6875 real_sec=0.10 rate_Mbps=560.9938 retrans=0 cwnd=32139
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.6822 retrans=0 cwnd=32139
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.5082 retrans=0 cwnd=32139
megabytes=6.6875 real_sec=0.10 rate_Mbps=560.9826 retrans=0 cwnd=32139
megabytes=6.7500 real_sec=0.10 rate_Mbps=566.2084 retrans=0 cwnd=32139
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.7399 retrans=0 cwnd=32139
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4111 retrans=0 cwnd=32357
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.5482 retrans=0 cwnd=32357
megabytes=6.7500 real_sec=0.10 rate_Mbps=566.2197 retrans=0 cwnd=32357
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4739 retrans=0 cwnd=32366
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.7226 retrans=0 cwnd=32366
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4739 retrans=0 cwnd=32366
megabytes=6.7500 real_sec=0.10 rate_Mbps=566.1178 retrans=0 cwnd=32654
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.3998 retrans=0 cwnd=32654
megabytes=6.8750 real_sec=0.10 rate_Mbps=577.1266 retrans=0 cwnd=32654
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.4113 retrans=0 cwnd=32654
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.5425 retrans=0 cwnd=32654
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4853 retrans=0 cwnd=32654
megabytes=6.9375 real_sec=0.10 rate_Mbps=582.1401 retrans=0 cwnd=32654
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.7860 retrans=0 cwnd=33021
megabytes=6.8125 real_sec=0.10 rate_Mbps=571.4682 retrans=0 cwnd=33021
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.7053 retrans=0 cwnd=33021
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9771 retrans=0 cwnd=33021
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9713 retrans=0 cwnd=33021
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.6361 retrans=0 cwnd=33021
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.8091 retrans=0 cwnd=33450
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1967 retrans=0 cwnd=33450
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9364 retrans=0 cwnd=33458
megabytes=6.8750 real_sec=0.10 rate_Mbps=576.7168 retrans=0 cwnd=33458
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9597 retrans=0 cwnd=33458
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1204 retrans=0 cwnd=33458
megabytes=6.9375 real_sec=0.10 rate_Mbps=582.0412 retrans=0 cwnd=33948
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2319 retrans=0 cwnd=33948
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=33956
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9597 retrans=0 cwnd=33956
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9306 retrans=0 cwnd=33956
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.1730 retrans=0 cwnd=33956
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1908 retrans=0 cwnd=34516
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1438 retrans=0 cwnd=34516
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.2618 retrans=0 cwnd=34516
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.4669 retrans=0 cwnd=34516
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3211 retrans=0 cwnd=34516
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2554 retrans=0 cwnd=34524
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5047 retrans=0 cwnd=35136
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3744 retrans=0 cwnd=35136
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5106 retrans=0 cwnd=35136
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1967 retrans=0 cwnd=35145
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.6766 retrans=0 cwnd=35145
megabytes=7.1250 real_sec=0.10 rate_Mbps=597.7720 retrans=0 cwnd=35145
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4158 retrans=0 cwnd=35818
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1086 retrans=0 cwnd=35818
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5580 retrans=0 cwnd=35818
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4277 retrans=0 cwnd=35826
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3862 retrans=0 cwnd=35826
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5047 retrans=0 cwnd=35826
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=36325
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4099 retrans=0 cwnd=36325
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4810 retrans=0 cwnd=36325
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=36325
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=36325
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4277 retrans=0 cwnd=36325
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4514 retrans=0 cwnd=36517
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.2796 retrans=0 cwnd=36517
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.6114 retrans=0 cwnd=36517
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4277 retrans=0 cwnd=36517
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.1908 retrans=0 cwnd=36517
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.7300 retrans=0 cwnd=36517
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.2855 retrans=0 cwnd=36718
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5995 retrans=0 cwnd=36718
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4395 retrans=0 cwnd=36718
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4395 retrans=0 cwnd=36726
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3211 retrans=0 cwnd=36726
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5758 retrans=0 cwnd=36726
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2084 retrans=0 cwnd=36919
megabytes=7.1250 real_sec=0.10 rate_Mbps=597.6764 retrans=0 cwnd=36919
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2143 retrans=0 cwnd=36919
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4691 retrans=0 cwnd=36919
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4277 retrans=0 cwnd=36919
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=36919
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=36919
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4691 retrans=0 cwnd=37163
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4040 retrans=0 cwnd=37163
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4573 retrans=0 cwnd=37163
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4514 retrans=0 cwnd=37163
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1908 retrans=0 cwnd=37163
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4514 retrans=0 cwnd=37163
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4395 retrans=0 cwnd=37198
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4810 retrans=0 cwnd=37207
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1967 retrans=0 cwnd=37207
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4217 retrans=0 cwnd=37207
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4514 retrans=0 cwnd=37216
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4158 retrans=0 cwnd=37216
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4810 retrans=0 cwnd=37539
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=37539
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1849 retrans=0 cwnd=37539
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4336 retrans=0 cwnd=37539
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4395 retrans=0 cwnd=37539
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4751 retrans=0 cwnd=37539
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.0499 retrans=0 cwnd=37583
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.6173 retrans=0 cwnd=37583
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4158 retrans=0 cwnd=37583
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=37583
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=37583
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4099 retrans=0 cwnd=37583
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4810 retrans=0 cwnd=37801
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4514 retrans=0 cwnd=37801
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1967 retrans=0 cwnd=37801
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4514 retrans=0 cwnd=37801
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=37801
megabytes=7.1250 real_sec=0.10 rate_Mbps=597.7242 retrans=0 cwnd=37801
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1732 retrans=0 cwnd=38107
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1967 retrans=0 cwnd=38107
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4514 retrans=0 cwnd=38107
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4395 retrans=0 cwnd=38107
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4514 retrans=0 cwnd=38107
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4336 retrans=0 cwnd=38107
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2143 retrans=0 cwnd=38273
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4158 retrans=0 cwnd=38282
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2202 retrans=0 cwnd=38282
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=38291
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.0734 retrans=0 cwnd=38291
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3211 retrans=0 cwnd=38291
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=38457
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3744 retrans=0 cwnd=38465
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.7715 retrans=0 cwnd=38465
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1908 retrans=0 cwnd=38465
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4395 retrans=0 cwnd=38474
megabytes=7.0625 real_sec=0.10 rate_Mbps=591.9896 retrans=0 cwnd=38474
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.6551 retrans=0 cwnd=38763
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4691 retrans=0 cwnd=38771
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2378 retrans=0 cwnd=38771
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4217 retrans=0 cwnd=38771
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2260 retrans=0 cwnd=38771
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4336 retrans=0 cwnd=38771
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4395 retrans=0 cwnd=39103
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2084 retrans=0 cwnd=39103
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1967 retrans=0 cwnd=39103
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4277 retrans=0 cwnd=39103
megabytes=7.1250 real_sec=0.10 rate_Mbps=597.6943 retrans=0 cwnd=39103
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.9539 retrans=0 cwnd=39103
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4514 retrans=0 cwnd=39331
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4573 retrans=0 cwnd=39331
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1908 retrans=0 cwnd=39331
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3862 retrans=0 cwnd=39331
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2202 retrans=0 cwnd=39331
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2437 retrans=0 cwnd=39331
megabytes=7.1250 real_sec=0.10 rate_Mbps=597.6286 retrans=0 cwnd=39698
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2907 retrans=0 cwnd=39706
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4217 retrans=0 cwnd=39706
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1908 retrans=0 cwnd=39715
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4573 retrans=0 cwnd=39715
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1673 retrans=0 cwnd=39724
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4632 retrans=0 cwnd=39942
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2084 retrans=0 cwnd=39942
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=39942
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=39951
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=39951
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2260 retrans=0 cwnd=39960
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3862 retrans=0 cwnd=40318
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2319 retrans=0 cwnd=40318
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2084 retrans=0 cwnd=40318
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=40318
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.1671 retrans=0 cwnd=40318
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2084 retrans=0 cwnd=40318
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.0675 retrans=0 cwnd=40318
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5640 retrans=0 cwnd=40746
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2260 retrans=0 cwnd=40746
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.7062 retrans=0 cwnd=40755
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2084 retrans=0 cwnd=40755
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=40764
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=40764
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2026 retrans=0 cwnd=41096
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4691 retrans=0 cwnd=41096
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.9032 retrans=0 cwnd=41096
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4099 retrans=0 cwnd=41096
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1849 retrans=0 cwnd=41096
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2437 retrans=0 cwnd=41096
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3803 retrans=0 cwnd=41340
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2084 retrans=0 cwnd=41340
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5165 retrans=0 cwnd=41340
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1615 retrans=0 cwnd=41340
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4869 retrans=0 cwnd=41340
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1732 retrans=0 cwnd=41340
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2378 retrans=0 cwnd=41707
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3803 retrans=0 cwnd=41716
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2730 retrans=0 cwnd=41716
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.0969 retrans=0 cwnd=41725
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2789 retrans=0 cwnd=41734
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4454 retrans=0 cwnd=41734
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2437 retrans=0 cwnd=42188
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3684 retrans=0 cwnd=42188
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1028 retrans=0 cwnd=42188
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.3494 retrans=0 cwnd=42188
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4040 retrans=0 cwnd=42188
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1967 retrans=0 cwnd=42188
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1673 retrans=0 cwnd=42572
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.3083 retrans=0 cwnd=42572
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.4158 retrans=0 cwnd=42572
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.3083 retrans=0 cwnd=42572
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.4082 retrans=0 cwnd=42572
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1908 retrans=0 cwnd=42572
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.3862 retrans=0 cwnd=42939
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2495 retrans=0 cwnd=42939
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2084 retrans=0 cwnd=42939
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.0910 retrans=0 cwnd=42939
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5699 retrans=0 cwnd=42939
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1967 retrans=0 cwnd=42939
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1967 retrans=0 cwnd=43324
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.7273 retrans=0 cwnd=43324
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.8011 retrans=0 cwnd=43324
megabytes=7.0000 real_sec=0.10 rate_Mbps=586.9795 retrans=0 cwnd=43324
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2907 retrans=0 cwnd=43324
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.5699 retrans=0 cwnd=43324
megabytes=6.9375 real_sec=0.10 rate_Mbps=581.7154 retrans=0 cwnd=43752
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.2789 retrans=0 cwnd=43752
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.7240 retrans=0 cwnd=43752
megabytes=7.0625 real_sec=0.10 rate_Mbps=592.1967 retrans=0 cwnd=43752
megabytes=7.0000 real_sec=0.10 rate_Mbps=587.1791 retrans=0 cwnd=43752
megabytes=6.9375 real_sec=0.10 rate_Mbps=582.1518 retrans=0 cwnd=43752
