megabytes,real_sec,rate_Mbps,retrans,cwnd
6.1875,0.10,518.9569,0,1468
7.0625,0.10,592.4988,0,1468
7.0625,0.10,592.4454,0,1485
7.1250,0.10,597.6345,0,1485
7.0625,0.10,592.3329,0,1485
7.1250,0.10,597.8497,0,1485
7.0625,0.10,592.3744,0,1485
7.0625,0.10,592.5284,0,1485
7.0625,0.10,592.4395,0,1869
6.1875,0.10,519.0503,0,2717
6.1875,0.10,519.0451,0,4220
6.1875,0.10,518.6820,0,5784
6.1875,0.10,519.4087,0,7375
6.2500,0.10,524.2041,0,8948
6.1875,0.10,519.1386,0,10555
6.1875,0.10,519.0711,0,12128
6.1250,0.10,513.7560,0,13754
6.2500,0.10,524.1150,0,15396
6.1875,0.10,519.2217,0,16952
6.1875,0.10,519.0088,0,18533
6.1875,0.10,519.0763,0,20106
6.1875,0.10,519.0347,0,21670
6.2500,0.10,524.3037,0,23270
6.1875,0.10,519.0555,0,24842
6.1250,0.10,513.7971,0,26442
6.2500,0.10,524.3142,0,28041
6.1875,0.10,519.0244,0,29622
6.1875,0.10,518.9725,0,31195
6.1875,0.10,519.1178,0,32786
6.1875,0.10,519.0451,0,34385
6.1875,0.10,519.0036,0,35931
6.1875,0.10,519.0866,0,37495
6.1875,0.10,519.0503,0,39077
6.1875,0.10,518.9725,0,40676
6.2500,0.10,524.3562,0,42328
6.1875,0.10,519.0451,0,43909
6.1875,0.10,519.0503,0,45500
6.1875,0.10,519.0295,0,47081
6.1875,0.10,519.0451,0,48654
6.1875,0.10,518.9725,0,50210
6.1875,0.10,519.1022,0,51809
6.1875,0.10,518.7287,0,53373
6.2500,0.10,524.6185,0,54963
6.1875,0.10,519.0607,0,56554
6.1875,0.10,518.8843,0,58135
6.1875,0.10,519.1853,0,59726
6.1875,0.10,519.0607,0,61316
6.1875,0.10,518.8013,0,62898
6.1875,0.10,519.0347,0,64488
6.1875,0.10,519.0918,0,66087
6.1875,0.10,519.2424,0,67677
6.1875,0.10,519.0503,0,69242
6.2500,0.10,524.2932,0,70849
6.1875,0.10,519.0451,0,72449
6.1875,0.10,519.0659,0,74030
6.1875,0.10,519.0192,0,75621
6.1875,0.10,519.0399,0,77202
6.1875,0.10,519.0659,0,78793
6.1875,0.10,519.0399,0,80374
6.2500,0.10,524.3142,0,81947
6.1875,0.10,519.0140,0,83546
6.1875,0.10,519.0295,0,85110
6.1875,0.10,518.7442,0,86657
6.1250,0.10,514.1056,0,88230
6.2500,0.10,524.2775,0,89820
6.1875,0.10,519.0711,0,91402
6.1875,0.10,519.0659,0,93001
6.1875,0.10,519.0399,0,94591
6.1875,0.10,519.0399,0,96173
6.2500,0.10,524.0417,0,97772
6.1250,0.10,514.0490,0,99354
6.2500,0.10,524.2880,0,100970
6.9375,0.10,581.9655,0,102779
7.0625,0.10,592.4395,0,104605
7.1250,0.10,597.6883,0,106414
7.1250,0.10,597.4255,0,108206
7.0625,0.10,592.6588,0,109997
3.8750,0.10,325.0683,0,111002
0.0000,0.10,0.0000,0,111002
0.0000,0.10,0.0000,0,111002
0.0000,0.10,0.0000,0,111002
0.0000,0.10,0.0000,0,111002
0.0000,0.10,0.0000,0,111002
0.0000,0.10,0.0000,0,111002
7.4375,0.10,623.9651,0,112916
56.5000,0.10,4739.0896,15,58205
3.8125,0.10,319.8317,80,57506
7.7500,0.10,650.1691,228,55461
6.1250,0.10,513.8022,177,50839
6.5000,0.10,545.1069,178,45744
6.2500,0.10,524.4244,0,37661
6.1875,0.10,518.7391,0,28906
6.1875,0.10,519.3411,0,20133
6.1875,0.10,519.0503,0,52613
6.1875,0.10,519.0399,0,52613
6.2500,0.10,523.7747,0,58607
6.1250,0.10,514.1107,0,58607
6.2500,0.10,524.3929,0,58607
6.1875,0.10,518.6820,0,58607
6.1875,0.10,519.5127,0,58607
6.2500,0.10,523.9789,0,58607
6.1250,0.10,513.9359,0,58607
6.1875,0.10,519.2165,0,58607
6.1875,0.10,518.9828,0,58607
6.2500,0.10,524.3457,0,58607
6.1875,0.10,519.0192,0,58607
6.1875,0.10,519.0763,0,58607
6.2500,0.10,524.2880,0,58607
6.1875,0.10,519.0503,0,58607
6.1875,0.10,519.0399,0,58607
6.1875,0.10,518.9413,0,58607
6.5000,0.10,545.3577,0,58607
6.6250,0.10,555.7342,0,58607
6.6250,0.10,555.5342,0,58607
6.6250,0.10,555.9677,0,58607
6.6250,0.10,555.7453,0,58607
6.6875,0.10,560.7526,0,58607
6.8125,0.10,571.3482,0,58607
6.8125,0.10,571.7026,0,58607
6.7500,0.10,566.1291,0,58607
6.8750,0.10,576.8495,0,58607
6.8125,0.10,571.5940,0,58607
6.8750,0.10,576.3710,0,58607
6.9375,0.10,582.3091,0,58607
6.9375,0.10,581.9946,0,58607
6.8750,0.10,576.6880,0,58607
6.9375,0.10,581.9422,0,58607
6.8750,0.10,576.7399,0,58607
7.0000,0.10,587.2026,0,58607
6.9375,0.10,581.9539,0,58607
7.0000,0.10,586.9502,0,58607
6.9375,0.10,582.2042,0,58607
7.0000,0.10,587.2084,0,58607
7.0000,0.10,587.2026,0,58607
7.0000,0.10,587.1908,0,58607
6.9375,0.10,581.9713,0,58607
7.0625,0.10,592.4277,0,58607
7.0000,0.10,587.2143,0,58607
7.0000,0.10,587.2143,0,58607
7.0000,0.10,587.1908,0,58607
6.9375,0.10,581.9539,0,58607
7.0625,0.10,592.4277,0,58607
7.0000,0.10,587.2378,0,58607
7.0000,0.10,587.1849,0,58607
7.0000,0.10,587.2437,0,58607
7.0000,0.10,587.1615,0,58607
7.0000,0.10,587.1967,0,58607
7.0000,0.10,587.2437,0,58607
7.0625,0.10,592.4514,0,58607
7.0000,0.10,587.1791,0,58607
6.9375,0.10,581.9480,0,58607
7.0625,0.10,592.4514,0,58607
7.0000,0.10,587.1967,0,58607
7.0000,0.10,587.2143,0,58607
7.0000,0.10,587.1967,0,58607
7.0000,0.10,587.2026,0,58607
7.0000,0.10,587.1967,0,58607
7.0000,0.10,587.1967,0,58607
7.0000,0.10,587.2319,0,58607
7.0625,0.10,592.4395,0,58607
7.0000,0.10,587.2202,0,58607
6.9375,0.10,581.9189,0,58607
7.0000,0.10,587.2495,0,58607
7.0000,0.10,587.1673,0,58607
7.0000,0.10,587.1497,0,58607
7.0000,0.10,586.9619,0,58607
6.9375,0.10,582.0004,0,58607
7.0625,0.10,592.7359,0,58607
6.9375,0.10,581.9539,0,58607
7.0000,0.10,587.2084,0,58607
7.0625,0.10,592.4336,0,58607
6.9375,0.10,581.9597,0,58607
6.9375,0.10,581.9597,0,58607
7.0000,0.10,587.2026,0,58607
7.0000,0.10,587.1732,0,58607
7.0000,0.10,587.0499,0,58607
6.9375,0.10,582.1169,0,58607
7.0000,0.10,587.1967,0,58607
6.9375,0.10,581.9655,0,58607
7.0000,0.10,587.2026,0,58607
7.0000,0.10,587.0910,0,58607
6.9375,0.10,581.7561,0,58607
7.0000,0.10,587.2319,0,58607
6.9375,0.10,581.9655,0,58607
6.9375,0.10,581.9713,0,58607
7.0000,0.10,587.3611,0,58607
6.9375,0.10,581.7910,0,58607
7.0000,0.10,587.4787,0,58607
6.9375,0.10,581.7037,0,58607
7.0000,0.10,587.4199,0,58607
6.8750,0.10,576.7572,0,58607
7.0000,0.10,586.9326,0,58607
6.9375,0.10,582.2217,0,58607
7.0000,0.10,586.9502,0,58607
6.9375,0.10,582.2100,0,58607
6.9375,0.10,581.9771,0,58607
6.9375,0.10,581.9480,0,58607
6.9375,0.10,581.9597,0,58607
6.9375,0.10,581.6979,0,58607
6.9375,0.10,582.2159,0,58607
7.0000,0.10,587.2378,0,58607
6.9375,0.10,581.9364,0,58607
6.9375,0.10,581.9364,0,58607
6.9375,0.10,581.6282,0,58607
6.9375,0.10,582.3032,0,58607
6.9375,0.10,581.7968,0,58607
6.9375,0.10,582.0062,0,58607
6.9375,0.10,582.0819,0,58607
6.9375,0.10,581.6630,0,58607
6.9375,0.10,581.9073,0,58607
6.9375,0.10,582.3149,0,58607
6.8750,0.10,576.7168,0,58607
6.9375,0.10,581.9597,0,58607
6.9375,0.10,581.9480,0,58607
6.9375,0.10,581.5526,0,58607
6.9375,0.10,582.0994,0,58607
6.9375,0.10,581.9655,0,58607
6.9375,0.10,582.2217,0,58607
6.9375,0.10,581.9655,0,58607
6.8750,0.10,576.7226,0,58607
6.9375,0.10,581.9364,0,58607
6.9375,0.10,581.9771,0,58607
6.8750,0.10,576.7168,0,58607
6.9375,0.10,581.8200,0,58607
6.8750,0.10,576.8552,0,58607
7.0000,0.10,587.2084,0,58607
6.8750,0.10,576.1982,0,58607
6.8750,0.10,577.2248,0,58607
6.9375,0.10,581.9655,0,58607
6.8750,0.10,576.6130,0,58607
6.9375,0.10,582.0586,0,58607
6.9375,0.10,581.8840,0,58607
6.8750,0.10,576.8033,0,58607
6.9375,0.10,581.9422,0,58607
6.9375,0.10,581.9771,0,58607
6.8125,0.10,571.4739,0,58607
6.9375,0.10,581.9480,0,58607
6.9375,0.10,581.9539,0,58607
6.8750,0.10,576.7341,0,58607
6.8750,0.10,576.7399,0,58607
6.9375,0.10,581.3493,0,58607
6.8750,0.10,577.2883,0,58607
6.9375,0.10,581.9655,0,58607
6.8750,0.10,576.6764,0,58607
6.8750,0.10,576.7629,0,58607
6.8750,0.10,576.7168,0,58607
6.9375,0.10,581.9015,0,58607
6.8750,0.10,576.7745,0,58607
6.8750,0.10,576.7110,0,58607
6.8750,0.10,576.7514,0,58607
6.9375,0.10,581.9306,0,58607
6.8750,0.10,576.7399,0,58607
6.8750,0.10,576.7053,0,58607
6.8750,0.10,576.7053,0,58607
6.8750,0.10,576.7053,0,58607
6.9375,0.10,581.9713,0,58607
6.8750,0.10,576.6072,0,58607
6.8750,0.10,576.4632,0,58607
6.8750,0.10,576.8322,0,58607
6.8750,0.10,576.7053,0,58607
6.8750,0.10,576.7168,0,58607
6.8750,0.10,576.6130,0,58607
6.8750,0.10,576.7572,0,58607
6.9375,0.10,581.9422,0,58607
6.8125,0.10,571.4682,0,58607
6.8750,0.10,577.0457,0,58607
6.8750,0.10,576.7168,0,58607
6.9375,0.10,581.9946,0,58607
6.8125,0.10,571.1883,0,58607
6.8750,0.10,576.7283,0,58607
6.8750,0.10,576.6995,0,58607
6.8750,0.10,576.7456,0,58607
6.8750,0.10,576.6937,0,58607
6.8750,0.10,576.6649,0,58607
4.4375,0.10,372.2854,0,58607
0.0000,0.10,0.0000,0,58607
0.0000,0.10,0.0000,0,58607
0.0000,0.10,0.0000,0,58607
0.0000,0.10,0.0000,0,58607
0.0000,0.10,0.0000,0,58607
0.0000,0.10,0.0000,0,58607
0.0000,0.10,0.0000,0,58607
3.3125,0.10,277.9977,0,58607
13.1875,0.10,1106.6682,0,58607
47.8750,0.10,4016.4879,0,58607
9.9375,0.10,833.6596,0,58607
6.1875,0.10,519.0244,0,58607
6.1875,0.10,519.0451,0,58607
6.2500,0.10,524.2880,0,58607
6.1250,0.10,513.8022,0,58607
6.1875,0.10,519.0399,0,58607
6.2500,0.10,524.2828,0,58607
6.1875,0.10,519.0555,0,58607
6.1875,0.10,519.0451,16,56842
6.2500,0.10,524.2932,240,29299
6.1250,0.10,513.7252,0,29299
6.1875,0.10,519.1230,0,29299
6.1875,0.10,519.0347,0,29299
6.1875,0.10,518.9621,0,29299
6.1875,0.10,519.1282,0,29299
6.1875,0.10,518.7754,0,29299
6.2500,0.10,524.5503,0,29299
6.1875,0.10,519.0711,0,29299
6.1875,0.10,519.0244,0,29299
6.1875,0.10,518.7028,0,29299
6.1875,0.10,519.0607,0,29299
6.1875,0.10,519.2009,0,29299
6.1875,0.10,519.1386,0,29299
6.3750,0.10,534.8914,0,29299
6.5625,0.10,550.5024,0,29299
6.6250,0.10,555.7286,0,29299
6.5625,0.10,550.4859,0,29299
6.6250,0.10,555.7397,0,29299
6.7500,0.10,566.2027,0,29299
6.8750,0.10,576.7572,0,29299
6.7500,0.10,566.2594,0,29299
6.8125,0.10,571.1712,0,29299
6.8750,0.10,576.7399,0,29299
6.8750,0.10,576.9534,0,29299
6.8750,0.10,576.4574,0,29299
6.9375,0.10,582.2159,0,29299
6.8750,0.10,576.7399,0,29299
6.9375,0.10,581.6688,0,29299
