megabytes,real_sec,rate_Mbps,retrans,cwnd
5.1875,0.10,434.9981,0,1363
5.9375,0.10,497.8844,0,1363
5.8750,0.10,493.1217,0,1363
5.8750,0.10,492.7026,0,1363
5.9375,0.10,498.0836,0,1363
5.9375,0.10,498.2181,0,1363
5.8750,0.10,492.6780,0,1363
5.9375,0.10,498.1981,0,1363
5.8750,0.10,492.5303,0,1363
5.9375,0.10,498.4025,0,1363
5.8750,0.10,492.8455,0,1363
5.9375,0.10,498.0736,0,1363
5.8750,0.10,492.7962,0,1363
5.9375,0.10,498.0836,0,1363
5.8750,0.10,492.8356,0,1363
5.9375,0.10,498.0686,0,1363
5.8750,0.10,492.8159,0,1363
5.9375,0.10,497.8098,0,1363
5.8750,0.10,493.1118,0,1363
5.9375,0.10,498.0587,0,1363
5.8750,0.10,492.8751,0,1363
5.9375,0.10,498.0736,0,1363
5.9375,0.10,498.0437,0,1363
5.8750,0.10,492.7962,0,1363
5.8750,0.10,492.8701,0,1363
5.9375,0.10,498.0636,0,1363
5.9375,0.10,498.0885,0,1363
5.8750,0.10,492.8504,0,1363
5.9375,0.10,498.0437,0,1363
5.9375,0.10,498.1085,0,1363
5.8750,0.10,492.8061,0,1363
5.9375,0.10,498.0736,0,1363
5.8750,0.10,492.8307,0,1363
5.9375,0.10,498.0686,0,1363
5.9375,0.10,498.1085,0,1363
5.8750,0.10,492.7962,0,1363
5.9375,0.10,497.8944,0,1363
5.8750,0.10,492.7371,0,1363
5.8750,0.10,492.7864,0,1363
5.9375,0.10,498.1234,0,1363
5.8750,0.10,492.8356,0,1363
5.9375,0.10,498.1085,0,1363
5.9375,0.10,498.1134,0,1363
5.8750,0.10,492.8012,0,1363
5.9375,0.10,498.0089,0,1363
5.9375,0.10,498.3477,0,1363
5.8750,0.10,492.8258,0,1363
5.9375,0.10,498.0985,0,1363
5.8750,0.10,492.7568,0,1363
5.9375,0.10,498.1035,0,1363
5.8750,0.10,492.7322,0,1363
5.8750,0.10,492.9342,0,1363
5.9375,0.10,497.9640,0,1363
5.9375,0.10,497.9292,0,1363
5.8750,0.10,492.9540,0,1363
5.9375,0.10,498.1433,0,1363
5.8750,0.10,492.9392,0,1363
5.9375,0.10,497.9242,0,1363
5.9375,0.10,498.2231,0,1363
5.8750,0.10,492.7962,0,1363
5.9375,0.10,498.1035,0,1363
5.8750,0.10,492.5992,0,1363
5.9375,0.10,498.3228,0,1363
5.8750,0.10,492.8110,0,1363
5.9375,0.10,498.0736,0,1363
5.8750,0.10,492.8258,0,1363
5.9375,0.10,498.0786,0,1363
5.8750,0.10,492.4909,0,1363
5.9375,0.10,498.4325,0,1363
5.8750,0.10,492.5303,0,1363
5.9375,0.10,498.2330,0,1363
5.9375,0.10,497.8496,0,1363
5.8750,0.10,493.1562,0,1363
5.9375,0.10,497.8446,0,1363
5.9375,0.10,498.1932,0,1363
5.7500,0.10,482.4463,0,1363
5.8125,0.10,487.3003,0,1363
5.8125,0.10,487.7878,0,1363
5.7500,0.10,482.1666,0,1363
5.8125,0.10,487.7000,0,1363
5.8125,0.10,487.7732,0,1363
5.7500,0.10,482.2678,0,1363
5.8125,0.10,487.6610,0,1363
5.7500,0.10,482.3450,0,1363
5.8125,0.10,487.5293,0,1363
5.8125,0.10,487.6512,0,1363
5.7500,0.10,482.3401,0,1363
5.8125,0.10,487.5878,0,1363
5.8125,0.10,487.5781,0,1363
5.7500,0.10,482.3546,0,1363
5.8125,0.10,487.5878,0,1363
5.8125,0.10,487.5878,0,1363
5.7500,0.10,482.1617,0,1380
