megabytes,real_sec,rate_Mbps,retrans,cwnd
0.0625,0.10,5.2401,0,87
0.1875,0.10,15.7279,0,87
0.4375,0.10,36.7053,0,183
0.8750,0.10,73.3930,0,375
1.6875,0.10,141.6158,0,978
4.4375,0.10,372.2519,0,1817
6.1875,0.10,519.0399,0,3372
6.1875,0.10,519.0295,0,4657
6.1875,0.10,519.0036,0,6335
6.1875,0.10,518.8272,0,8572
6.2500,0.10,524.5713,0,8685
6.1875,0.10,518.7080,0,11700
6.1875,0.10,519.0244,0,11770
6.2500,0.10,524.3929,0,15484
6.1250,0.10,514.0490,0,16663
6.2500,0.10,524.2932,0,18271
6.1875,0.10,519.0503,0,19862
6.1875,0.10,519.0503,0,21452
6.1875,0.10,519.0244,0,23042
6.1875,0.10,519.0555,0,24607
6.2500,0.10,524.3247,0,26197
6.1250,0.10,513.7560,0,27770
6.2500,0.10,524.2985,0,29386
6.1875,0.10,519.0399,0,30977
6.1875,0.10,519.0763,0,32541
6.1875,0.10,518.9673,0,34157
6.1875,0.10,519.0970,0,35730
6.2500,0.10,524.2775,0,37312
6.1875,0.10,519.0555,0,38920
6.1875,0.10,519.0555,0,40501
6.1875,0.10,519.0244,0,42101
6.1875,0.10,518.9413,0,43691
6.2500,0.10,524.3981,0,45273
6.1875,0.10,519.0347,0,46872
6.1875,0.10,519.0399,0,48445
6.1875,0.10,519.0607,0,50052
6.1875,0.10,519.0451,0,51634
6.1875,0.10,519.0295,0,53172
6.1875,0.10,519.0607,0,54745
6.2500,0.10,524.2828,0,56344
6.1875,0.10,519.0866,0,57943
6.1875,0.10,519.0192,0,59507
6.1875,0.10,519.0399,0,61089
6.1875,0.10,518.7702,0,62670
6.2500,0.10,524.3352,0,64313
6.1875,0.10,519.1438,0,65895
6.1875,0.10,518.9569,0,67459
6.1875,0.10,519.0607,0,69084
6.1875,0.10,519.2009,0,70666
6.2500,0.10,524.3404,0,72265
6.1250,0.10,513.6584,0,73821
6.1875,0.10,519.1801,0,75411
6.2500,0.10,524.2880,0,77001
6.1875,0.10,519.0295,0,78600
6.1875,0.10,519.0347,0,80191
6.1875,0.10,519.0711,0,81720
6.1875,0.10,519.0763,0,83328
6.1875,0.10,518.9880,0,84927
6.2500,0.10,524.3457,0,86517
6.1875,0.10,519.0192,0,88116
6.1875,0.10,518.9725,0,89707
6.2500,0.10,524.3404,0,91288
6.1875,0.10,519.0711,0,92870
6.1875,0.10,519.0399,0,94469
6.1875,0.10,519.0711,0,96059
6.1875,0.10,519.0451,0,97650
6.1875,0.10,519.0555,0,99231
6.1875,0.10,519.0347,0,100822
6.1875,0.10,519.0451,0,102421
0.4375,0.10,36.7002,0,102543
